Company;Total games;Published games;Avg owners...4;Developed games;Avg owners...6
Nazorus;1,000;1;10000;1;10000
NB Gaming;1,000;0;0;0;0
NBC Universal;5,000;0;0;0;0
NBCUniversal International Networks;1,000;0;0;1;10000
NBOYS;4,000;0;0;1;35000
NC Studio;1,000;1;10000;1;10000
NCC Moore;4,000;0;0;2;10000
NCH Software;9,000;9;0;9;0
ncj;1,000;1;10000;1;10000
NCR Games;1,000;0;0;1;10000
NCsoft;183,000;6;480000;0;0
NCSOFT Corporation;1,000;0;0;0;0
NCTkl;1,000;1;10000;1;10000
Ncube Inc.;2,000;1;10000;1;10000
ND Development;1,000;1;10000;1;10000
ND Games;3,000;3;75000;0;0
Ndemic Creations;7,000;2;750000;2;750000
NDev;1,000;1;10000;1;10000
NDiG;1,000;0;0;1;10000
NDMX Game Studios;1,000;1;35000;0;0
NDOgames;3,000;2;10000;2;10000
NDoors;1,000;0;0;0;0
NDOUT;1,000;1;10000;1;10000
NDREAM;1,000;0;0;0;0
nDreams;8,000;5;10000;2;10000
nDreams / Near Light;2,000;0;0;2;10000
NE Games;2,000;1;35000;1;35000
Neal Schweighart;1,000;0;0;0;0
Neama Kazemi;1,000;0;0;0;0
Near;1,000;0;0;0;0
Near Death Studios;1,000;1;35000;0;0
Nearga;3,000;0;0;1;350000
Nearly A Studio;1,000;1;10000;1;10000
Neat Corporation;5,000;4;140000;4;140000
Neat Games;2,000;1;10000;1;10000
Neatan Games;2,000;0;0;2;10000
NeatNeet;1,000;0;0;0;0
NeatVibez;1,000;1;10000;0;0
Nebelsoft;2,000;0;0;2;10000
NEBEN;1,000;1;10000;1;10000
Nebereal's;2,000;1;35000;1;35000
Nebi Game Studios;1,000;1;10000;1;10000
NEBOCRY;1,000;1;35000;0;0
NEBOCRY INTERACTIVE;1,000;1;10000;0;0
NeboslavGame;1,000;0;0;0;0
nebu soku;1,000;1;10000;1;10000
Nebuch;1,000;0;0;0;0
Nebula;1,000;0;0;1;10000
Nebula Head;1,000;1;10000;1;10000
Nebula Interactive;1,000;1;10000;1;10000
Nebula Nomad Games;2,000;0;0;0;0
Nebula-Design;2,000;1;10000;0;0
Nebular Games;1,000;1;10000;1;10000
Nebulate.me;2,000;0;0;1;10000
Nebulific Studios;1,000;0;0;0;0
Nebuloid Team;1,000;0;0;0;0
Necavare;1,000;1;10000;1;10000
Neccrow;1,000;0;0;0;0
Necdet Yavaş;1,000;1;10000;1;10000
Neckbeard Games;1,000;0;0;0;0
Neckbolt;4,000;0;0;3;35000
necotama;1,000;1;10000;1;10000
Necro Games;1,000;0;0;0;0
Necroactive;1,000;1;75000;1;75000
NecroCatic Games;10,000;3;10000;3;10000
Necrom Studio;1,000;0;0;0;0
Necromew;2,000;0;0;0;0
NECRONEKO;1,000;0;0;0;0
Necronomicon Games;2,000;2;10000;1;10000
Necrophone Games;2,000;1;350000;1;350000
Necropolis Studios;1,000;1;10000;1;10000
Necrosoft Games;5,000;2;10000;2;10000
Necrostorm;1,000;0;0;0;0
NECROW Productions;1,000;0;0;0;0
Nectarian;1,000;1;10000;1;10000
Nectarware;2,000;1;10000;2;10000
Ned Boom;1,000;0;0;0;0
Ned Langman;1,000;0;0;1;10000
Ned van der Drift;1,000;1;10000;1;10000
Ned Yonkers;1,000;1;10000;1;10000
Nedertronix Interactive;1,000;0;0;0;0
Nedodnb;3,000;0;0;3;10000
NedoStudio;38,000;38;60000;31;60000
NeedFreeMove;3,000;0;0;0;0
NeedleMouse;2,000;0;0;0;0
Needs Games;2,000;0;0;0;0
NeedUs Corp.;1,000;1;10000;1;10000
Neeknog;1,000;0;0;0;0
Neelam Jani;1,000;0;0;1;10000
Neem Game Studios;2,000;1;10000;1;10000
neenaw;1,000;0;0;0;0
NEET Games;2,000;0;0;0;0
neetdev;2,000;0;0;0;0
NEETNectar;2,000;0;0;0;0
Neetpia;4,000;0;0;1;10000
NeeTroo;2,000;0;0;0;0
Neevan;1,000;0;0;0;0
Neex Games;2,000;0;0;1;10000
Nefarious Dimensions Inc.;1,000;1;10000;0;0
Nefarious Dimensions Interactive Games;1,000;0;0;1;10000
Nefarius Software Solutions e.U.;1,000;0;0;0;0
Nefferinthia;1,000;0;0;0;0
Nefrace;2,000;0;0;2;10000
NEGAS;1,000;0;0;1;10000
Negative Entities;2,000;0;0;0;0
Negative Return;2,000;1;10000;1;10000
Negative(-11) Games Division;1,000;1;10000;1;10000
negativeExponent;1,000;0;0;0;0
NegativeGenius LLC;2,000;2;10000;2;10000
negleft;2,000;0;0;0;0
NEGM World;2,000;0;0;0;0
Negotiator Studios;1,000;0;0;0;0
Negspect, Inc.;1,000;1;35000;1;35000
Negu Games;1,000;0;0;0;0
Neguli;1,000;0;0;0;0
Nehaew;1,000;0;0;1;10000
Nehaia Halabeieh;1,000;0;0;1;10000
Nehual Pascale;1,000;1;10000;1;10000
Neibucrion;1,000;0;0;0;0
Neighborhood Games;1,000;1;35000;1;35000
Neil Augereau;1,000;0;0;1;10000
Neil Barkhina;1,000;0;0;0;0
Neil Birch;4,000;0;0;0;0
Neil Craig;1,000;0;0;0;0
NEIL EFREMENKOV;1,000;0;0;0;0
Neil Gillis;1,000;0;0;0;0
Neilo Inc.;2,000;0;0;1;35000
Neilson K-S;1,000;0;0;1;10000
Neilson Koerner-Safrata;2,000;0;0;1;10000
Neiroanalitika;1,000;1;10000;1;10000
Neith Owl Games;1,000;0;0;0;0
Neither One Games;2,000;2;10000;2;10000
Neiva interactive;1,000;0;0;0;0
Neiwa Interactive;1,000;0;0;0;0
Nejc Korez;3,000;1;10000;1;10000
Nejcraft;4,000;3;10000;0;0
Nek;2,000;0;0;0;0
Nek-Orb Studios;1,000;1;35000;0;0
NEKCOM;1,000;0;0;0;0
NEKCOM Entertainment;2,000;0;0;1;10000
Neki4 Electronics;23,000;21;0;21;0
Nekki;1,000;0;0;0;0
Nekki GmbH;1,000;1;75000;0;0
Nekki Limited;2,000;1;35000;0;0
Neko;3,000;1;10000;2;10000
Neko Climax Studios;12,000;4;120000;4;120000
Neko Cloud;4,000;2;35000;2;35000
Neko Entertainment;9,000;6;60000;2;75000
Neko Game;9,000;4;70000;4;70000
Neko Games;1,000;1;10000;1;10000
Neko Machine;5,000;1;35000;1;35000
Neko Team;1,000;1;10000;1;10000
NEKO WORK H;4,000;0;0;1;150000
NEKO WORKs;30,000;2;350000;7;480000
neko.works;9,000;3;35000;3;35000
Nekobolt;1,000;0;0;0;0
Nekod team;2,000;1;10000;1;10000
Nekoday;12,000;3;35000;3;35000
NekoDev;1,000;0;0;0;0
NekoGakuen;1,000;0;0;0;0
NekoGame Studio;1,000;0;0;0;0
nekogameteacher;20,000;3;10000;4;10000
NekoKing;1,000;0;0;0;0
Nekoko;2,000;0;0;0;0
NekokujiraLab;1,000;1;10000;1;10000
Nekolyst;2,000;1;10000;1;10000
Nekomatata;1,000;0;0;0;0
Nekomimimi;1,000;1;10000;1;10000
Nekomonaka;1,000;1;10000;1;10000
Nekomura Games;7,000;6;10000;3;10000
NekoNeko Soft;1,000;0;0;1;10000
NEKONEKO-SOFT;2,000;0;0;1;10000
nekonesse;2,000;0;0;0;0
Nekonomeme;1,000;0;0;0;0
Nekonotomo;1,000;1;10000;1;10000
NekoNyan Ltd.;44,000;26;40000;3;35000
NekoPad Studio;1,000;0;0;1;75000
NEKOPURU;2,000;0;0;1;10000
Nekoromorph;3,000;3;10000;3;10000
Nekoshaku;3,000;0;0;0;0
NekoSithSoft;1,000;1;10000;1;10000
NekoToFuurin;1,000;1;35000;1;35000
NEKOTOKAGE GAMES;2,000;2;10000;2;10000
neko_robo;1,000;0;0;0;0
Nekrosoft;1,000;0;0;1;350000
NekumaSoft;2,000;0;0;0;0
Nekyau;26,000;25;10000;0;0
Nekyau Games;36,000;5;10000;35;10000
Nel;3,000;0;0;0;0
Nela System;1,000;1;10000;1;10000
Nelfold Works;2,000;1;10000;1;10000
Nelium Games;1,000;1;35000;1;35000
Nell Watson;1,000;0;0;0;0
Nelset;6,000;3;10000;3;10000
Nelson Boles;1,000;0;0;1;75000
Nelson Fernandes;1,000;0;0;0;0
Nelson Nava;1,000;0;0;1;35000
Nelson Peralta;1,000;0;0;0;0
Nelson Vargas Castro;2,000;1;10000;1;10000
Nemanja Milosevic;1,000;1;10000;1;10000
Nemega;1,000;0;0;1;10000
Nementic Games;5,000;0;0;4;10000
Nemerod (support);1,000;0;0;0;0
NEMESIS;4,000;0;0;0;0
Nemesis Games;1,000;0;0;0;0
Nemesys Games;6,000;4;50000;4;50000
Nemesys Team Studio;1,000;0;0;0;0
Nemeton Singularity Simulations;3,000;2;35000;2;35000
Nemlei;2,000;0;0;0;0
Nemo Ma;1,000;0;0;0;0
Nemo Studios;2,000;2;75000;2;75000
nemoBUS;1,000;1;10000;1;10000
Nemoïd Apps;1,000;0;0;1;10000
Nemori Studio;2,000;0;0;0;0
Nemoria Entertainment;1,000;1;150000;1;150000
NemoSoda;1,000;1;10000;1;10000
Nemoto Keisuke;3,000;1;35000;1;35000
Nemuristar;1,000;1;10000;1;10000
NEnd;1,000;0;0;1;10000
NENEN SOFT;1,000;1;10000;1;10000
Nenokuni Studio;1,000;0;0;0;0
Neo Art Lab;2,000;0;0;0;0
NEO CRYSTAL GAMES LTD;2,000;1;10000;1;10000
Neo Ethereal Future;1,000;1;10000;0;0
NEO FUTURE LABS;2,000;1;10000;1;10000
Neo Game Lab;1,000;0;0;0;0
Neo Interactive;1,000;0;0;0;0
Neo Interactive LLC;1,000;0;0;0;0
Neo Kuriyo;1,000;1;10000;1;10000
Neo Land Entertainment Limited;1,000;0;0;0;0
Neo Tegoel Games;1,000;1;10000;1;10000
NEO-C Productions L.L.C;1,000;0;0;1;35000
Néo-Riki Games;1,000;1;35000;1;35000
Neoane;1,000;0;0;0;0
NeoBards Entertainment Ltd.;3,000;0;0;1;350000
NeoBird;5,000;0;0;3;10000
Neobite Games;2,000;2;75000;2;75000
neobricks;4,000;0;0;0;0
Neoceladus Games;1,000;1;10000;1;10000
Neoclassic Games;35,000;7;40000;7;40000
NEOCORE GAMES;1,000;0;0;0;0
NeoCoreGames;62,000;8;580000;13;400000
Neocortex;1,000;0;0;1;10000
NeoCrux Ltd.;1,000;1;10000;1;10000
Neofid Studios;4,000;1;10000;2;10000
Neofuturism;1,000;0;0;0;0
Neognosis;6,000;1;350000;1;350000
Neoh Games;1,000;0;0;0;0
Neoh Games Studios;1,000;0;0;0;0
neohuun;1,000;1;10000;1;10000
Neojac Entertainment Inc.;3,000;3;10000;3;10000
Neok;2,000;0;0;0;0
Neokoro;1,000;1;10000;0;0
Neokosmos Technologies;1,000;1;10000;1;10000
Neokosmos Technologies Ltd.;2,000;1;75000;0;0
Neolark;1,000;1;10000;1;10000
NEOLAVI;5,000;0;0;3;10000
NeoLee;1,000;0;0;0;0
Neolithic Games;2,000;1;10000;1;10000
Neolithic LLC;1,000;0;0;0;0
neoludic games;1,000;0;0;0;0
Neomateria Games GmbH;4,000;3;35000;3;35000
Neomex-Games;1,000;1;10000;0;0
NEON;3,000;0;0;3;10000
Neon Arkade Games;1,000;1;10000;1;10000
Neon Castle;1,000;1;10000;1;10000
Neon Cells Studio;1,000;0;0;0;0
Neon Chasm, LLC;1,000;1;10000;1;10000
Neon Deity Games;1,000;0;0;1;75000
Neon Doctrine;60,000;25;200000;1;350000
Neon Dream Interactive;1,000;0;0;0;0
Neon Engine;2,000;1;10000;1;10000
Neon Giant;10,000;0;0;1;1500000
Neon Green Pin Games;2,000;1;75000;0;0
Neon Joystick Games;1,000;1;10000;1;10000
Neon Light Studio;1,000;1;10000;1;10000
Neon Notes;1,000;0;0;0;0
Neon Notes Studio;2,000;0;0;0;0
Neon Oasis;1,000;0;0;0;0
Neon Orbis;1,000;0;0;0;0
Neon Pink Software LLC;2,000;1;10000;1;10000
Neon Raven;1,000;0;0;0;0
Neon Serpent LLC;2,000;1;10000;1;10000
Neon Sloth Studio;1,000;1;10000;1;10000
Neon Sparkle;1,000;0;0;0;0
Neon Squid Games;1,000;1;10000;1;10000
Neon Studios;1,000;0;0;1;75000
Neon Tales;2,000;0;0;0;0
Neon Wizard;1,000;0;0;0;0
Neon WIzard Games;2,000;2;10000;2;10000
Neonable;1,000;0;0;0;0
neonboxgames;1,000;1;10000;1;10000
Neonchimp Games;2,000;1;35000;2;35000
Neonian Games;2,000;1;10000;1;10000
Neonic Game Studios;1,000;0;0;0;0
NeoNight;2,000;2;10000;2;10000
NeonLightGames;3,000;0;0;0;0
NeoNoir Studios;1,000;0;0;0;0
neonoptimism;1,000;0;0;0;0
Neonovice Co., Ltd.;10,000;1;150000;1;150000
Neonpixel;8,000;0;0;0;0
Neons Games Studio;1,000;0;0;0;0
NEONSTUDIO Corp.;1,000;0;0;1;350000
NeonUnreal;1,000;0;0;0;0
Neophyde Studios;1,000;1;10000;1;10000
Neopica;14,000;0;0;5;20000
Neople;11,000;1;750000;1;750000
NEOPLE Inc.;5,000;0;0;1;150000
NEOPOPCORN Corp;2,000;1;75000;1;75000
NeoReel Inc.;1,000;0;0;0;0
Neoroze;1,000;1;10000;1;10000
NeorTur;1,000;0;0;1;10000
Neos Corporation;1,000;1;10000;1;10000
NeoShockGames;1,000;0;0;0;0
Neosonyx Co., Ltd;1,000;0;0;0;0
Neosonyx Co., Ltd.;2,000;1;750000;1;750000
Neosphere Interactive Studios;2,000;1;10000;1;10000
Neotenia;2,000;1;10000;1;10000
Neotenia LTD;1,000;0;0;0;0
Neotenomie;1,000;0;0;1;10000
Néotl Empire;10,000;1;150000;1;150000
NEOTOKYO [MOD];1,000;0;0;0;0
Neotoma Games;4,000;1;10000;1;10000
NEOTOSHKA;1,000;1;10000;1;10000
Neotro Inc.;7,000;1;10000;2;10000
NeoulEntertainment Co.,Ltd.;1,000;1;10000;1;10000
NeoVoxel Studio;2,000;2;10000;2;10000
NeoWiz;115,000;15;420000;4;410000
NEOWIZ BLESS STUDIO;13,000;0;0;1;1500000
Neox Games;4,000;2;10000;2;10000
NeoXReality Inc;2,000;0;0;2;10000
neozoid.games;1,000;1;10000;1;10000
Nepharius;2,000;0;0;0;0
Nepos Games;2,000;1;150000;1;150000
Neptun Interactive;1,000;0;0;0;0
Neptune 64;1,000;0;0;0;0
Neptune's Cloud Entertainment;1,000;0;0;0;0
Nerd Chomp;1,000;0;0;0;0
Nerd Commando Game Studios;3,000;2;10000;2;10000
Nerd Games;2,000;0;0;2;10000
Nerd Herd Games;1,000;1;10000;1;10000
Nerd Island Studios, LLC;1,000;0;0;0;0
Nerd Kingdom Inc.;1,000;1;35000;1;35000
Nerd Monkeys;8,000;4;20000;5;20000
Nerd Monkeys®;2,000;0;0;0;0
Nerd Overload;1,000;0;0;0;0
Nerd Owl Games;1,000;1;10000;1;10000
Nerd With Dogs;1,000;0;0;0;0
Nerdboot;1,000;0;0;1;10000
Nerdindustries GmbH;1,000;0;0;1;35000
NerdJack;1,000;0;0;1;10000
NERDLab;1,000;0;0;0;0
NerdoNofriendo;1,000;0;0;0;0
Nerdook Productions;14,000;0;0;6;90000
NerdRage Studios;3,000;2;10000;2;10000
Nerdvision Games;3,000;1;10000;1;10000
NerdWithNoSwag;1,000;0;0;1;10000
NerdyBird Studios;14,000;2;10000;2;10000
NerdyPunkDev;1,000;0;0;0;0
Nerdystar Inc.;1,000;0;0;0;0
NerdyYetis;1,000;1;35000;1;35000
Nerdzgarage;1,000;0;0;0;0
Nerf Game Co. Ltd.;2,000;1;35000;1;35000
NERI R&D;2,000;0;0;0;0
Nerial;17,000;0;0;6;190000
Neris39;1,000;0;0;0;0
Nerlaska Studios;1,000;0;0;1;10000
Nero;4,000;0;0;1;10000
Nero AG;3,000;2;10000;2;10000
Nero Games;1,000;1;10000;1;10000
Neroe Dev;2,000;0;0;0;0
Nerogetz;2,000;0;0;0;0
Nerosy;3,000;0;0;0;0
NEROTA;3,000;1;10000;1;10000
Nerpa Production;1,000;1;10000;1;10000
Nertic Game;1,000;1;10000;1;10000
Nervanti;1,000;1;10000;1;10000
Nerve Damage Games;1,000;0;0;1;10000
Nerve Singer;1,000;0;0;1;10000
Nerve Software LLC;2,000;1;10000;1;10000
Nerve Software, Gearbox Software, LLC;1,000;0;0;1;750000
NerveLab;1,000;0;0;0;0
NerveLabs;1,000;1;10000;1;10000
NerveQuake Software Inc.;2,000;1;35000;1;35000
nervous_testpilot;1,000;0;0;0;0
Nervtek;1,000;1;10000;1;10000
Nerwy;2,000;0;0;0;0
NerxStudio;1,000;1;10000;1;10000
Nesalis Games;6,000;0;0;1;10000
Nesh;1,000;0;0;0;0
Neslihan Aydınoğlu;1,000;0;0;0;0
Nest Egg Games, LLC;5,000;3;10000;2;10000
Nested Rooms Developer;1,000;1;10000;1;10000
nesterio;1,000;0;0;0;0
Nestfame Creations;1,000;1;10000;0;0
Nestheads Inc.;1,000;0;0;0;0
Nestopi Inc.;1,000;1;10000;1;10000
Nestor Chavez;1,000;0;0;0;0
NestorDev;1,000;0;0;0;0
NestorVG;1,000;0;0;0;0
NestTree Games;1,000;1;10000;1;10000
Net Dragon;1,000;0;0;1;350000
Net Games Distribution LTD;1,000;1;350000;0;0
Net Games Laboratory;1,000;0;0;1;350000
Net Get Games;4,000;1;10000;1;10000
Net-assembly;2,000;2;10000;2;10000
NetBit @UW;1,000;1;10000;1;10000
Netcinematics llc.;1,000;1;10000;0;0
Netcode Studios Inc;1,000;0;0;0;0
Netcore Games;5,000;2;750000;1;1500000
Netcrane;1,000;0;0;1;10000
NetDancer Games;2,000;1;10000;1;10000
NetDinamica;3,000;3;10000;3;10000
NetDragon;2,000;1;35000;1;35000
Netdragon Websoft Inc;1,000;1;150000;1;150000
NetDragon Websoft Inc.;1,000;1;350000;1;350000
Netdreams - Regob EIRL;4,000;2;10000;0;0
NetEase Games;22,000;6;690000;7;620000
NetEase Games Global;6,000;1;15000000;0;0
NetEase Games Montréal;4,000;0;0;0;0
Netflix;1,000;1;150000;0;0
Netgame;1,000;1;75000;0;0
Netgame Inc;2,000;2;75000;0;0
NetGames;2,000;1;35000;1;35000
Nethash Games;1,000;0;0;0;0
NetHelpers Games;1,000;1;10000;1;10000
Nether Lamp;4,000;2;10000;2;10000
Nether Productions LLC;1,000;1;10000;0;0
Nether Productions, LLC;1,000;1;750000;1;750000
Nether Tree Games;1,000;0;0;0;0
Netherbell;2,000;0;0;0;0
NetherRealm Studios;106,000;0;0;6;1730000
NetherRealm Studios, High Voltage;1,000;0;0;0;0
Nethersoft Interactive;1,000;1;10000;1;10000
Netherware Ent.;3,000;0;0;1;10000
Netherware Entertainment;2,000;1;10000;1;10000
Netker Inc.;2,000;1;75000;1;75000
Netlex Studio;5,000;4;0;4;0
Netmancer;1,000;1;10000;1;10000
Netmarble;3,000;0;0;0;0
Netmarble F&C Team SoulEve;1,000;0;0;0;0
Netmarble N2;2,000;0;0;0;0
Netmin Games;10,000;6;10000;7;10000
NetoX;1,000;0;0;1;150000
NetPlay Software;2,000;1;10000;0;0
NetPlay, Inc.;3,000;1;35000;1;35000
Netspeak Games Ltd;1,000;0;0;0;0
netstrives;1,000;0;0;0;0
Nettrux Estudios;1,000;0;0;0;0
NETWORKGO;1,000;1;10000;1;10000
Netzweck GmbH;2,000;1;10000;1;10000
Netzzado Game Studio;1,000;0;0;0;0
Neumont College of Computer Science;5,000;1;10000;0;0
NEUN Games;2,000;1;10000;1;10000
Neural Netting;1,000;1;10000;1;10000
Neural Oscillations Games;2,000;1;10000;1;10000
NeuralSoft;2,000;2;35000;2;35000
Neuro Diversion;1,000;1;10000;1;10000
Neurobew;1,000;0;0;0;0
neurobotx;2,000;1;10000;1;10000
NeuroDump;1,000;1;10000;1;10000
NeuroJump;1,000;1;10000;1;10000
NeuroLandscape;1,000;0;0;0;0
NeuroMatrix;1,000;1;10000;1;10000
Neurometalicity;1,000;0;0;0;0
Neuron Entertainment;2,000;1;10000;1;10000
Neuron Flare Works;1,000;1;10000;1;10000
Neuron Games;1,000;0;0;1;10000
Neuron Studio;3,000;1;10000;2;10000
NEURON-AGE;3,000;1;10000;0;0
Neuronality;1,000;1;75000;1;75000
Neurone Studio S.A.;1,000;0;0;0;0
NeuronFlareWorks;1,000;1;10000;1;10000
NeuronHaze;4,000;1;150000;1;150000
neurosaur;2,000;0;0;0;0
Neurotechnology;2,000;1;10000;1;10000
Neuroticfly Games;1,000;0;0;0;0
Neurotremolo;1,000;1;10000;1;10000
Neurowocky;2,000;1;10000;1;10000
Neusaap;1,000;0;0;0;0
Neusaap & Ivan Smirnoff;1,000;0;0;0;0
Neuston AB;4,000;3;10000;3;10000
Neutralis Games;1,000;1;10000;1;10000
Neutrelize;1,000;0;0;0;0
Neutrino Gaming;1,000;0;0;0;0
Neutron Games;1,000;0;0;1;10000
Neutron Games GmbH;1,000;0;0;1;10000
Neutronized;1,000;0;0;0;0
NeutronStar.studio;7,000;2;10000;2;10000
Nev;1,000;0;0;0;0
Neva Cross;1,000;0;0;1;10000
Nevan Entertainment Ltd;3,000;2;10000;0;0
Nevan Games;3,000;0;0;2;10000
Neve Braymok;1,000;1;35000;1;35000
Never Board Games;1,000;0;0;1;10000
Never Bored;1,000;1;35000;1;35000
Never Don't Play;10,000;1;35000;1;35000
Never Done Games;1,000;0;0;0;0
Never Dream;1,000;1;10000;1;10000
Never Games;1,000;0;0;0;0
Never Games Limited;1,000;0;0;0;0
Never Give Up Games;2,000;1;10000;0;0
Never Knows Best;11,000;3;75000;3;75000
Never Knows Best制作组;4,000;0;0;2;10000
Never Mind Games;1,000;1;10000;1;10000
Never Rain Studios;1,000;0;0;0;0
Never Say Never;2,000;1;10000;1;10000
Never Software;2,000;0;0;0;0
Never Written Games;1,000;1;10000;1;10000
Never-Ending Games;1,000;0;0;0;0
Neverbomb;2,000;0;0;0;0
Nevercenter;5,000;3;10000;3;10000
Nevercenter Ltd. Co.;2,000;1;10000;1;10000
Neverest Games;1,000;0;0;0;0
Neverfly Games;1,000;1;10000;1;10000
Nevergreen Games;2,000;1;10000;1;10000
Neverjam;3,000;0;0;1;350000
Neverknow247;2,000;0;0;0;0
Neverland Digital Entertainment;1,000;1;10000;1;10000
Neverland Entertainment;21,000;7;30000;0;0
NEVERMIND;1,000;0;0;0;0
Nevermind Creations;1,000;1;10000;1;10000
NeverNorthGames;4,000;0;0;1;10000
Neversoft;1,000;0;0;1;350000
Nevertheless Studio;7,000;0;0;3;35000
Neverworks Games;3,000;2;10000;2;10000
Nevie Owens;1,000;0;0;0;0
Neville Games;1,000;0;0;0;0
Nevix Productions;1,000;1;10000;1;10000
Nevolane;3,000;1;10000;1;10000
Nevosoft;8,000;0;0;7;10000
NeVReal Studios;1,000;1;35000;1;35000
NeVRLand;1,000;0;0;0;0
Nevsram;4,000;3;10000;3;10000
New 90's Games;1,000;1;10000;1;10000
New Adult Reality;1,000;1;10000;1;10000
New Archon Industries;1,000;0;0;0;0
New Artist Pictures;1,000;0;0;0;0
New Atlantis Games;1,000;1;10000;1;10000
NEW AUDIO TECHNOLOGY;1,000;1;35000;1;35000
New Beings;6,000;1;10000;1;10000
New Big Rabbit;1,000;1;10000;1;10000
New Blood Interactive;28,000;10;780000;1;10000
New Bridge Games;15,000;3;35000;11;10000
New Canvas;1,000;1;10000;0;0
New Companion;1,000;1;35000;1;35000
New Dawn;1,000;0;0;0;0
New Dawn Game Studio;4,000;4;10000;4;10000
New Dawn Games;1,000;0;0;0;0
New Deer;1,000;1;10000;1;10000
new dev;2,000;2;35000;2;35000
New Disorder;1,000;0;0;0;0
New Game Order;1,000;1;750000;1;750000
New Game Studios;1,000;0;0;0;0
New Game+;2,000;0;0;0;0
New Games Corporation;2,000;1;10000;1;10000
New Games Waves;10,000;0;0;3;350000
New Gaming Generation;2,000;0;0;0;0
New Ganymede;1,000;0;0;0;0
New Gravity Laws;1,000;1;75000;0;0
New Hansen;2,000;0;0;1;10000
New Hell Studios;2,000;2;35000;2;35000
New Horizon Games;2,000;1;10000;1;10000
New Horizon Productions;1,000;1;10000;1;10000
New IDEA Games;2,000;2;35000;2;35000
New Jerty Developer;1,000;0;0;1;35000
New Jerty Publisher;1,000;1;35000;0;0
new knight studio;1,000;1;10000;1;10000
New Latin Cinema;1,000;0;0;0;0
New Life Interactive, LLC;2,000;1;10000;1;10000
New Life Studios;1,000;0;0;0;0
New Monster on the Block;1,000;0;0;0;0
New Moon;2,000;0;0;0;0
New Normal Soft Inc.;1,000;0;0;0;0
New One Studio;1,000;0;0;0;0
New Orbit Games;1,000;1;10000;1;10000
New Perspective LLC;1,000;0;0;0;0
New Physics;1,000;0;0;0;0
New Quest Gaming;2,000;0;0;0;0
New Reality Games;45,000;39;270000;5;740000
New Speckled Egg;1,000;0;0;0;0
New Standard Games;2,000;0;0;0;0
New Star Games;3,000;2;75000;2;75000
New Star Games Ltd;3,000;1;35000;1;35000
New Star Games Ltd.;2,000;0;0;2;10000
New State;4,000;3;10000;3;10000
NEW TALES;2,000;0;0;0;0
New Vektor Group;4,000;2;10000;0;0
New View Animation;7,000;0;0;1;10000
New View Animation Limited;7,000;1;10000;1;10000
New World Coders;1,000;1;10000;1;10000
New World Computing;3,000;0;0;3;350000
New World Horizon LLC;1,000;1;10000;1;10000
New World Interactive;45,000;2;3500000;3;3500000
New World Revolution;1,000;0;0;0;0
New World, Inc;1,000;0;0;1;10000
New Worlds Games;3,000;3;75000;0;0
New York University;2,000;0;0;0;0
New Zealand Parliament;1,000;1;10000;0;0
New Zealand Police;1,000;0;0;0;0
new80sgamestudio;1,000;0;0;0;0
NeWa Studios;2,000;1;10000;1;10000
NewAddict;1,000;0;0;0;0
NewAdultReality;2,000;1;10000;1;10000
Newba Studios;2,000;0;0;0;0
Newbie Studio;1,000;1;10000;1;10000
Newbix Team;2,000;0;0;0;0
Newbuild-C;6,000;0;0;1;75000
NewCo Entertainment;1,000;1;10000;1;10000
Newcore Games;2,000;0;0;0;0
Newfa Games;2,000;2;10000;1;10000
Newfa LLC;1,000;0;0;0;0
Newfangled Games;2,000;0;0;0;0
NewFort Studios;1,000;0;0;1;10000
NewFutureKids;1,000;0;0;0;0
NewGen;12,000;2;75000;3;75000
NewGen Interactive Software, Corp;1,000;1;35000;0;0
NewGen Interactive Software, Corp.;1,000;0;0;1;35000
Newgrange Game;1,000;0;0;1;10000
Newgrange Games;1,000;1;10000;0;0
Newhead Studio;2,000;1;10000;1;10000
NewHopeGames;6,000;1;10000;1;10000
Newmark Software;1,000;0;0;0;0
Newmatic;2,000;0;0;0;0
Newmatic Co., Ltd.;1,000;1;10000;1;10000
Newnight;1,000;1;7500000;0;0
newobject;2,000;0;0;0;0
NewOrderFantasySimulations;4,000;1;35000;1;35000
Neworld Creatrix LLC;1,000;0;0;0;0
NewProject;1,000;1;35000;0;0
NewProjekt;2,000;1;750000;1;750000
NewRealityGames;1,000;1;350000;0;0
Newron Laboratory;1,000;0;0;0;0
Newry;1,000;0;0;0;0
Newry Games;1,000;0;0;0;0
NewShi Games;1,000;1;10000;0;0
Newshield Entertainment;1,000;0;0;0;0
Newsight games;2,000;2;10000;1;10000
Newsight Games/bitBerg;1,000;1;10000;0;0
NewSmile Games;1,000;0;0;0;0
Newt Industries, LLC;2,000;1;10000;1;10000
NewTales Studio;1,000;1;10000;1;10000
NewTaskbar Team;1,000;1;10000;1;10000
Newton Fun Studio;1,000;0;0;0;0
Newton Games;1,000;2;10000;2;10000
Newtown Studios;1,000;0;0;0;0
Newvicon Ltd;1,000;1;10000;1;10000
NewWestGames;6,000;6;20000;6;20000
NewWorldCoders;1,000;1;10000;1;10000
Nex;3,000;1;10000;1;10000
Nexcentric Games;5,000;1;35000;1;35000
Nexcide;1,000;0;0;0;0
Nexcore Studios;3,000;2;10000;1;10000
